,@Username,Tweet,Lokasi
218,BPJPATI,"Hallo Sahabat #JalanCantik
Pemeliharaan Rutin Jalan dan Jembatan
BPJ Wilayah Pati

#JatengGayeng
#gunakanmasker
#jagajarak
#cucitangan

@ganjarpranowo
@TajYasinMZ
@provjateng
@humasjateng
@dpubmckjateng
@BPJPATI https://t.co/EdyCEDA6Fe",
219,Wede00217596,@progorejosari @kominfo_jtg @ganjarpranowo @dpubmckjateng @provjateng @KemenPU @LaporGub_ @laporwalikotmgl @jokowi @JoeBiden @KingSalman @KingAbdullahII Jembatan salahnya apa kok dilaporkan pak Ganjar,
220,BPJPATI,"Hallo Sahabat #JalanCantik
Pemeliharaan Rutin Jalan dan Jembatan
BPJ Wilayah Pati

#JatengGayeng
#gunakanmasker
#jagajarak
#cucitangan

@ganjarpranowo
@TajYasinMZ
@provjateng
@humasjateng
@dpubmckjateng
@BPJPATI https://t.co/Fop3dpCvFV",
221,BPJPATI,"Hallo Sahabat #JalanCantik
Pemeliharaan Rutin Jalan dan Jembatan
BPJ Wilayah Pati

#JatengGayeng
#gunakanmasker
#jagajarak
#cucitangan

@ganjarpranowo
@TajYasinMZ
@provjateng
@humasjateng
@dpubmckjateng
@BPJPATI https://t.co/8undb0EK3s",
222,ET_Monitor,"ERICK THOHIR NEWS |  Komentari Dukungan Jadi Cawapres Ganjar Pranowo, Erick Thohir: Saya Enggak Bisa Bilang Tidak https://t.co/nmPZMkSis3 | BangkitBersamaET","DKI Jakarta, Indonesia"
223,BPJPATI,"Hallo Sahabat #JalanCantik
Pemeliharaan Rutin Jalan dan Jembatan
BPJ Wilayah Pati

#JatengGayeng
#gunakanmasker
#jagajarak
#cucitangan

@ganjarpranowo
@TajYasinMZ
@provjateng
@humasjateng
@dpubmckjateng
@BPJPATI https://t.co/ieV2ZJfWJZ",
224,Ugi7498,@YUDHI_Laksana Oh masih dijabat Raden Mas Ganjar Pranowo. Maaf masih sibuk beliaunya. Menghadiri pelantikan jadi capres dari partai PDIP.,
225,BPJPATI,"Hallo Sahabat #JalanCantik
Pemeliharaan Rutin Jalan dan Jembatan
BPJ Wilayah Pati

#JatengGayeng
#gunakanmasker
#jagajarak
#cucitangan

@ganjarpranowo
@TajYasinMZ
@provjateng
@humasjateng
@dpubmckjateng
@BPJPATI https://t.co/NLaLKOrkme",
226,akhmad_khumedi,@blontankpoer @Divandaru @gayengco @ganjarpranowo Walaaaah kok buka rahasia..  yo malih ra sido rono dg kecepatan konstan 60 kmh,Digenggaman Allah SWT
227,BPJPATI,"Hallo Sahabat #JalanCantik
Pemeliharaan Rutin Jalan dan Jembatan
BPJ Wilayah Pati

#JatengGayeng
#gunakanmasker
#jagajarak
#cucitangan

@ganjarpranowo
@TajYasinMZ
@provjateng
@humasjateng
@dpubmckjateng
@BPJPATI https://t.co/ZKY1i0QvcJ",
228,AulTakashi,@ganjarpranowo @jokowi banjir masih menggenang tapi di tinggal.joging ke kalimantan.piyeee iki,
229,BPJPATI,"Hallo Sahabat #JalanCantik
Pemeliharaan Rutin Jalan dan Jembatan
BPJ Wilayah Pati

#JatengGayeng
#gunakanmasker
#jagajarak
#cucitangan

@ganjarpranowo
@TajYasinMZ
@provjateng
@humasjateng
@dpubmckjateng
@BPJPATI https://t.co/VBeTa90KiD",
230,progorejosari,@GuzDemang @blontankpoer @ganjarpranowo Gek patang tahun,"Magelang, Jawa Tengah"
231,BPJPATI,"Hallo Sahabat #JalanCantik
Pemeliharaan Rutin Jalan dan Jembatan
BPJ Wilayah Pati

#JatengGayeng
#gunakanmasker
#jagajarak
#cucitangan

@ganjarpranowo
@TajYasinMZ
@provjateng
@humasjateng
@dpubmckjateng
@BPJPATI https://t.co/o116KMHrOE",
232,BPJPATI,"Hallo Sahabat #JalanCantik
Pemeliharaan Rutin Jalan dan Jembatan
BPJ Wilayah Pati

#JatengGayeng
#gunakanmasker
#jagajarak
#cucitangan

@ganjarpranowo
@TajYasinMZ
@provjateng
@humasjateng
@dpubmckjateng
@BPJPATI https://t.co/8hlyB2oPme",
233,BPJPATI,"Hallo Sahabat #JalanCantik
Pemeliharaan Rutin Jalan dan Jembatan
BPJ Wilayah Pati

#JatengGayeng
#gunakanmasker
#jagajarak
#cucitangan

@ganjarpranowo
@TajYasinMZ
@provjateng
@humasjateng
@dpubmckjateng
@BPJPATI https://t.co/RZXw3Fk7E0",
234,progorejosari,@FauzanMusthofa @YehezkielSugiy1 @ClaudiaHSitomp1 @ArifPetaniKopi @poldajateng_ @KecamatanDukun @ganjarpranowo @PolrestaMgl @Sumadi54038642 @dimerapi @FmplMerapi @ArisIchsan @serenamonika @merapi_uncover Gertak sambel biasa,"Magelang, Jawa Tengah"
235,BPJPATI,"Hallo Sahabat #JalanCantik
Pemeliharaan Rutin Jalan dan Jembatan
BPJ Wilayah Pati

#JatengGayeng
#gunakanmasker
#jagajarak
#cucitangan

@ganjarpranowo
@TajYasinMZ
@provjateng
@humasjateng
@dpubmckjateng
@BPJPATI https://t.co/tEUOE1qgbU",
236,BPJPATI,"Hallo Sahabat #JalanCantik
Pemeliharaan Rutin Jalan dan Jembatan
BPJ Wilayah Pati

#JatengGayeng
#gunakanmasker
#jagajarak
#cucitangan

@ganjarpranowo
@TajYasinMZ
@provjateng
@humasjateng
@dpubmckjateng
@BPJPATI https://t.co/ZMZibZ54pm",
237,BPJPATI,"Hallo Sahabat #JalanCantik
Pemeliharaan Rutin Jalan dan Jembatan
BPJ Wilayah Pati

#JatengGayeng
#gunakanmasker
#jagajarak
#cucitangan

@ganjarpranowo
@TajYasinMZ
@provjateng
@humasjateng
@dpubmckjateng
@BPJPATI https://t.co/UarmighNrz",
238,BPJPATI,"Hallo Sahabat #JalanCantik
Pemeliharaan Rutin Jalan dan Jembatan
BPJ Wilayah Pati

#JatengGayeng
#gunakanmasker
#jagajarak
#cucitangan

@ganjarpranowo
@TajYasinMZ
@provjateng
@humasjateng
@dpubmckjateng
@BPJPATI https://t.co/aAsUQNfUXj",
239,radar_ntt,Ganjar Pranowo Unggul di Internet dan Media Sosial https://t.co/wp4B677mqg,Kupang NTT
240,MIrvanDarwin1,@trinugroho162 @ch_chotimah2 @ganjarpranowo nah ki wong kebumen ki @trinugroho162,
241,BPJPATI,"Hallo Sahabat #JalanCantik
Pemeliharaan Rutin Jalan dan Jembatan
BPJ Wilayah Pati

#JatengGayeng
#gunakanmasker
#jagajarak
#cucitangan

@ganjarpranowo
@TajYasinMZ
@provjateng
@humasjateng
@dpubmckjateng
@BPJPATI https://t.co/7ka8Wctz1z",
242,BPJPATI,"Hallo Sahabat #JalanCantik
Pemeliharaan Rutin Jalan dan Jembatan
BPJ Wilayah Pati

#JatengGayeng
#gunakanmasker
#jagajarak
#cucitangan

@ganjarpranowo
@TajYasinMZ
@provjateng
@humasjateng
@dpubmckjateng
@BPJPATI https://t.co/WnCpqurvbJ",
243,BPJPATI,"Hallo Sahabat #JalanCantik
Pemeliharaan Rutin Jalan dan Jembatan
BPJ Wilayah Pati

#JatengGayeng
#gunakanmasker
#jagajarak
#cucitangan

@ganjarpranowo
@TajYasinMZ
@provjateng
@humasjateng
@dpubmckjateng
@BPJPATI https://t.co/k7d7UoNVG5",
244,BPJPATI,"Hallo Sahabat #JalanCantik
Pemeliharaan Rutin Jalan dan Jembatan
BPJ Wilayah Pati

#JatengGayeng
#gunakanmasker
#jagajarak
#cucitangan

@ganjarpranowo
@TajYasinMZ
@provjateng
@humasjateng
@dpubmckjateng
@BPJPATI https://t.co/gBxaYske8y",
245,BPJPATI,"Hallo Sahabat #JalanCantik
Pemeliharaan Rutin Jalan dan Jembatan
BPJ Wilayah Pati

#JatengGayeng
#gunakanmasker
#jagajarak
#cucitangan

@ganjarpranowo
@TajYasinMZ
@provjateng
@humasjateng
@dpubmckjateng
@BPJPATI https://t.co/te8HmCaN1q",
246,aminuddin_1626,@blontankpoer @gayengco @ganjarpranowo Pak @ganjarpranowo coba perjalanan darat dari Semarang ke Rembang via arteri pantura ya,"Lasem, Rembang, Jawa Tengah"
247,_Lontongbalap,"@blontankpoer @ganjarpranowo iyoo pak Ganjar iku @ganjarpranowo , tak ajak ngopi nek gone @bunn_koffie tp sampeyan budale lewat Purwodadi lho ya dalane sek alus","Buenos Aires, Sragentina"
248,freshwater78,Pripun to pak @ganjarpranowo macet kalihan jalan rusak kok angel temen teratasi.,Pati - Rembang
249,triliuner007,@BosPurwa @ganjarpranowo Kata2 nya jelas sekali. Hanya orang tolol yang tidak tahu pesannya.,russia
250,jasonDJFM,@BosPurwa @ganjarpranowo Absurd it is,Indonesia
251,genta_evy,@ch_chotimah2 @ganjarpranowo https://t.co/8UHf2kdzZS,
252,donsat10,@blontankpoer @ganjarpranowo di tag pak Julinya boss sama @karanganyarkab iki piye?,
253,BangsriTerkini,"Iki Kategori Lubang Opo Ora Ya Pak @ganjar_pranowo @LaporGub_
@dpubmckjateng

 Lokasi Jalan Wedelan Bangsri

Via @12_galeri 

#bangsri #wedelan #jepara #bangsriterkini https://t.co/Iuo2zKyMsl","𝓑𝓪𝓷𝓰𝓼𝓻𝓲 , 𝓙𝓮𝓹𝓪𝓻𝓪"
254,pristiana92,@ganjarpranowo Jalan prov Banjarnegara-Pekalongan mohon diperhatikan pak. Banyak sekali yg berlubang dan tidak rata apalagi ditambah klo malam gelap. Sangat membahayakan pengendara lebih-lebih jika hujan.,Indonesia
255,brochandra,@suryaamriza @BosPurwa @ganjarpranowo Itu mua sebuah pidato level ketua osis saja mas... artinya dia nyinggung dirinya.klau g berhasil ubah jateng..jgn malah nyapres..tpi terserah kegilaannya dia saja mah..klau ngandalin yg penting jawa.kapan negeri ini mau maju,
256,JombloDai,"@blontankpoer @ganjarpranowo Ini udah langganan y mas, dari jaman dulu rumah pakdhe saya Deket situ jalanannya y kayak gitu aja",Indonesia
257,bpjkalongan,"Sahabat #JalanCantik
Pekerjaan Pemeliharaan Rutin Ruas
Wonotunggal - Surjo

@ganjarpranowo @TajYasinMZ
@provjateng @dpubmckjateng
@Bpjkalongan @humasjateng
@kominfo_jtg @dprdjatengprov https://t.co/3U1WcsmVEz","Pekalongan, Jawa Tengah"
258,bpjkalongan,"Sahabat #JalanCantik
Pekerjaan Pemeliharaan Rutin Ruas
Wonotunggal - Surjo

@ganjarpranowo @TajYasinMZ
@provjateng @dpubmckjateng
@Bpjkalongan @humasjateng
@kominfo_jtg @dprdjatengprov https://t.co/QELJjIcwqX","Pekalongan, Jawa Tengah"
259,bpjkalongan,"Sahabat #JalanCantik
Pekerjaan Pemeliharaan Rutin Ruas
Wonotunggal - Surjo

@ganjarpranowo @TajYasinMZ
@provjateng @dpubmckjateng
@Bpjkalongan @humasjateng
@kominfo_jtg @dprdjatengprov https://t.co/Jg9sB1pHdN","Pekalongan, Jawa Tengah"
260,bpjkalongan,"Sahabat #JalanCantik
Pekerjaan Pemeliharaan Rutin Ruas
Wonotunggal - Bts. Kab. Pekalongan

@ganjarpranowo @TajYasinMZ
@provjateng @dpubmckjateng
@Bpjkalongan @humasjateng
@kominfo_jtg @dprdjatengprov https://t.co/CachWTlzYp","Pekalongan, Jawa Tengah"
261,bpjkalongan,"Sahabat #JalanCantik
Pekerjaan Pemeliharaan Rutin Ruas
Wonotunggal - Bts. Kab. Pekalongan

@ganjarpranowo @TajYasinMZ
@provjateng @dpubmckjateng
@Bpjkalongan @humasjateng
@kominfo_jtg @dprdjatengprov https://t.co/5M3fzxMROh","Pekalongan, Jawa Tengah"
262,bpjkalongan,"Sahabat #JalanCantik
Pekerjaan Pemeliharaan Rutin Ruas
Wonotunggal - Bts. Kab. Pekalongan

@ganjarpranowo @TajYasinMZ
@provjateng @dpubmckjateng
@Bpjkalongan @humasjateng
@kominfo_jtg @dprdjatengprov https://t.co/29LNcGeayp","Pekalongan, Jawa Tengah"
263,bpjkalongan,"Sahabat #JalanCantik
Pekerjaan Pemeliharaan Rutin Ruas
Wonotunggal - Bts. Kab. Pekalongan

@ganjarpranowo @TajYasinMZ
@provjateng @dpubmckjateng
@Bpjkalongan @humasjateng
@kominfo_jtg @dprdjatengprov https://t.co/wZyeyjH3HK","Pekalongan, Jawa Tengah"
264,bpjkalongan,"Sahabat #JalanCantik
Pekerjaan Pemeliharaan Rutin Ruas
Wiradesa - Kajen

@ganjarpranowo @TajYasinMZ
@provjateng @dpubmckjateng
@Bpjkalongan @humasjateng
@kominfo_jtg @dprdjatengprov https://t.co/lbcCQin6cq","Pekalongan, Jawa Tengah"
265,bpjkalongan,"Sahabat #JalanCantik
Pekerjaan Pemeliharaan Rutin Ruas
Wiradesa - Kajen

@ganjarpranowo @TajYasinMZ
@provjateng @dpubmckjateng
@Bpjkalongan @humasjateng
@kominfo_jtg @dprdjatengprov https://t.co/YiompGL0mI","Pekalongan, Jawa Tengah"
266,bpjkalongan,"Sahabat #JalanCantik
Pekerjaan Pemeliharaan Rutin Ruas
Wiradesa - Kajen

@ganjarpranowo @TajYasinMZ
@provjateng @dpubmckjateng
@Bpjkalongan @humasjateng
@kominfo_jtg @dprdjatengprov https://t.co/ishKqHRXhq","Pekalongan, Jawa Tengah"
267,bpjkalongan,"Sahabat #JalanCantik
Pekerjaan Pemeliharaan Rutin Ruas
Kajen - Kesesi/Bts. Kab. Pemalang

@ganjarpranowo @TajYasinMZ
@provjateng @dpubmckjateng
@Bpjkalongan @humasjateng
@kominfo_jtg @dprdjatengprov https://t.co/vaj4C79hAf","Pekalongan, Jawa Tengah"
268,bpjkalongan,"Sahabat #JalanCantik
Pekerjaan Pemeliharaan Rutin Ruas
Kajen - Kesesi/Bts. Kab. Pemalang

@ganjarpranowo @TajYasinMZ
@provjateng @dpubmckjateng
@Bpjkalongan @humasjateng
@kominfo_jtg @dprdjatengprov https://t.co/iPdynECCIY","Pekalongan, Jawa Tengah"
269,bpjkalongan,"Sahabat #JalanCantik
Pekerjaan Pemeliharaan Rutin Ruas
Kajen - Kesesi/Bts. Kab. Pemalang

@ganjarpranowo @TajYasinMZ
@provjateng @dpubmckjateng
@Bpjkalongan @humasjateng
@kominfo_jtg @dprdjatengprov https://t.co/aQm8uGvdjF","Pekalongan, Jawa Tengah"
270,bpjkalongan,"Sahabat #JalanCantik
Pekerjaan Pemeliharaan Rutin Ruas
Kajen - Kesesi/Bts. Kab. Pemalang

@ganjarpranowo @TajYasinMZ
@provjateng @dpubmckjateng
@Bpjkalongan @humasjateng
@kominfo_jtg @dprdjatengprov https://t.co/jzKl8HFPgf","Pekalongan, Jawa Tengah"
271,bpjkalongan,"Sahabat #JalanCantik
Pekerjaan Pemeliharaan Rutin Ruas
Kajen - Kalibening/Bts. Kab. Banjarnegara

@ganjarpranowo @TajYasinMZ
@provjateng @dpubmckjateng
@Bpjkalongan @humasjateng
@kominfo_jtg @dprdjatengprov https://t.co/Gmf0aaVeoU","Pekalongan, Jawa Tengah"
272,bpjkalongan,"Sahabat #JalanCantik
Pekerjaan Pemeliharaan Rutin Ruas
Kajen - Kalibening/Bts. Kab. Banjarnegara

@ganjarpranowo @TajYasinMZ
@provjateng @dpubmckjateng
@Bpjkalongan @humasjateng
@kominfo_jtg @dprdjatengprov https://t.co/3piXRahOaP","Pekalongan, Jawa Tengah"
273,bpjkalongan,"Sahabat #JalanCantik
Pekerjaan Pemeliharaan Rutin Ruas
Kajen - Bts. Kab. Batang

@ganjarpranowo @TajYasinMZ
@provjateng @dpubmckjateng
@Bpjkalongan @humasjateng
@kominfo_jtg @dprdjatengprov https://t.co/oafo9vZUZ0","Pekalongan, Jawa Tengah"
274,bpjkalongan,"Sahabat #JalanCantik
Pekerjaan Pemeliharaan Rutin Ruas
Kajen - Bts. Kab. Batang

@ganjarpranowo @TajYasinMZ
@provjateng @dpubmckjateng
@Bpjkalongan @humasjateng
@kominfo_jtg @dprdjatengprov https://t.co/XwGKQXe8KH","Pekalongan, Jawa Tengah"
275,bpjkalongan,"Sahabat #JalanCantik
Pekerjaan Pemeliharaan Rutin Ruas
Kajen - Bts. Kab. Batang

@ganjarpranowo @TajYasinMZ
@provjateng @dpubmckjateng
@Bpjkalongan @humasjateng
@kominfo_jtg @dprdjatengprov https://t.co/yRAfufjBo4","Pekalongan, Jawa Tengah"
276,bpjkalongan,"Sahabat #JalanCantik
Pekerjaan Pemeliharaan Rutin Ruas
Banyuputih - Plantungan

@ganjarpranowo @TajYasinMZ
@provjateng @dpubmckjateng
@Bpjkalongan @humasjateng
@kominfo_jtg @dprdjatengprov https://t.co/QIMCP5ovXs","Pekalongan, Jawa Tengah"
277,bpjkalongan,"Sahabat #JalanCantik
Pekerjaan Pemeliharaan Rutin Ruas
Banyuputih - Plantungan

@ganjarpranowo @TajYasinMZ
@provjateng @dpubmckjateng
@Bpjkalongan @humasjateng
@kominfo_jtg @dprdjatengprov https://t.co/u3ShzLVUgP","Pekalongan, Jawa Tengah"
278,lvlygrlll,@MusaffaRidhani @hantumuka2 @yohanes42069 @GlHindu @ganjarpranowo @YaqutCQoumas Nah kan rep lu emg keliatan pea🤣,"Surakarta, Jawa Tengah"
279,Anonimous002022,@ganjarpranowo Yess....speak up lebih rutin dan kencang Mas Ganjar,
280,henrisabastian1,@YUDHI_Laksana Den Mas @ganjarpranowo sedang di Jakarta....jalan sehat.,
281,rakaalga_,@marvianrizki @ganjarpranowo Ra direwes blas om... Wkwk mabur ae,"Lasem, Rembang Indonesia"
282,PSGP2024,"Cawapres terbaik yang akan mendampingi Capres Prabowo Subianto adalah Ganjar Pranowo. Indonesia semakin baik, Indonesia semakiin kuat #Pilpres2024",Indonesia
283,Jogja_Menyapa,@KhinjarHitam @Retnowul8844 @ruhutsitompul @Miduk17 @ch_chotimah2 @ganjarpranowo 🤭🤭🤭😁😁😁😁,"Yogyakarta, Indonesia"
284,ahmad_zoon,@ganjarpranowo Namanya aja bermimpi ya gak berhasil.  Tapi kalau pak de merasa berhasil jadi gubernur lanjut jadi presiden. semoga sukses.,
285,Lilcomons,"Sekjen PAN, Eddy Soeparno yakin Ganjar Pranowo &amp; @erickthohir adalah perpaduan yang pas dan cocok sekali menjadi ikut dalam pemilihan Capres &amp; Cawapres untuk membangun Indonesia 2024 kedepan 🔥
#BangkitBersamaET https://t.co/elyhMkS29Z",
286,JudyK18823045,"@trinugroho162 @ch_chotimah2 @ganjarpranowo He he he biarin, dia akan terus memadankan. Selama masih meninggikan satu dan merendahkan lainnya, artinya belum sepadan!",
287,1ndonesiaku_,"@__wantaNKRI @ganjarpranowo #GanjarPranowo 
#GANTARI",
288,AnsoriJabrik,"@ganjarpranowo ganjar
 pranow",
289,chanel_coin,@BosPurwa @ganjarpranowo Wkwk,"Franklin Center, NJ"
290,DhonRhomadhon,@BosPurwa @ganjarpranowo Akward,
291,JatengTV,"(03) Pemilik PT Perorangan menjadi pemeran utama dalam mengatur kebijakan perusahaannya, termasuk dalam hal pengolahan data dan keuangan. #ptperorangan #sange #ciptakerja #indonesia #umkm #ganjarpranowo #prabowo #aniesbaswedan #puanmaharani #pilpres2024 https://t.co/HRqCfZTPEG","Semarang, Jawa Tengah"
292,JatengTV,"(03) Pemilik PT Perorangan menjadi pemeran utama dalam mengatur kebijakan perusahaannya, termasuk dalam hal pengolahan data dan keuangan. #ptperorangan #sange #ciptakerja #indonesia #umkm #ganjarpranowo #prabowo #aniesbaswedan #puanmaharani #pilpres2024 https://t.co/HRqCfZUnue","Semarang, Jawa Tengah"
293,hariepuryo,@blontankpoer @ganjarpranowo Jalan Kudus - Purwodadi yang jalan beton aja ambyar kondisinya sekarang. Terlalu banyak truk-truk bermuatan lebih melintas. Kekuatan jalan tetep tapi beban yg diterima semakin besar tiap harinya. Mungkin dl fungsi jembatan timbang tu gt kali ya.,"Undaan, Indonesia"
294,jpnncom,"Hadiri Rakornas Kebencanaan, Ganjar: Semua Mesti Siap-siap, ya #GanjarPranowo https://t.co/yetgUZs6Eo",Indonesia
295,aleqzaqi,"@ch_chotimah2 @ganjarpranowo Jalan banyak yg hancur, banjir hampir sebagian wilayah, media pencitraan thok, sama persis dengan metode yg sudah berhasil sampai ke sono...,",
296,AhmadNajih68,"@ganjarpranowo Pak, Pantura Rembang-Pati macet parah. Kepiye iki..
Selama bertahun-tahun make jalur pantura, tahun 2021-2022 adalah tahun terparah, dan ternyata masih berlanjut sampai 2023 🥲😮‍💨 
Mau sampai kapan ini?",Al-Ma'mun - Buntet Pesantren
297,ardika_rasya,@ch_chotimah2 @ganjarpranowo Nyet yu main k jateng..biar mulut lu d masukin aspal jln yg rusak..,
298,ItqonHakim,"Pak @ganjarpranowo 
Sesekali jalan lewat Pati-Rembang, trus lihat tuh kerusakan jalur pantura di wilayah kecamatan Batangan.

Ya... itu jalan Nasional, tapi mohon bantulah komunikasikan.","kajen, pati"
299,arifinasafa,"@pipihfiles @MIlhamMukmin1 @ganjarpranowo @PartaiDemokrat1 @NasDem @PKSejahtera @GunRomli @kurawa @chusnul_null Lebih baik, Lebih Bayar, Lebih .....
🤣🤣🤣🤣🤣",
300,channel_alec,@Ary_Prasetyo85 @ch_chotimah2 @ganjarpranowo Yang satu sukses ganti nama aa jalan di jakarta,"DKI Jakarta, Indonesia"
301,TepiJauh,@PolJokesID Dari pada buat ginian mending buat benerin jembatan juwana Den @ganjarpranowo,Sekitar Anda
302,raffieAhmad7,@democrazymedia Sindir @ganjarpranowo,
303,fkhbt_iya,@liila_c @bupati_jepara @ganjarpranowo @jeparakabgoid @detik_jateng @kompascom @JeparaHariIni Lholah ape lungo pantai biasane lewat kmpung kne mlah banjer,Istana
304,AkhmadKusasi4,@ch_chotimah2 @ganjarpranowo Makin tambah BUNGUL aja loe nul...😁🤭,
305,noname33274697,@ch_chotimah2 @ganjarpranowo Belum sehebat Anies yg bisa ganti nama jalan dalam sekejap,
306,JinoW14,@ganjarpranowo mantap pa gub.,
307,DidiMeniing,"@ch_chotimah2 @ganjarpranowo Pernah ke Jateng nul?
UMR terendah (1.8 JT - 2.1 JT)
Putus sekolah pd jd buruh konveksi
Provinsi termiskin
Banjir dimana mana (Pantura Jateng)
Jalan desa msh bnyk yg kek kubangan kebo

Gw yg org Jawa aja ogah dkg org yg cm prengas prenges petakilan kek Cakil https://t.co/TLlJ3QbFyI",
308,Budi_are_one,@blontankpoer @ganjarpranowo Nunut sekalian jalan dari wonogiri sampe eromoko mash banyak yg rusak bergelombang...,"Kota Surabaya, Jawa Timur"
309,yullyean96,"@ganjarpranowo Pokok aqu Jateng padamu pak Ganjar ,,,, sarangeohhh🫶🫶🫶",
310,djangkaru1,"@ganjarpranowo @jokowi Omonganmu ngedabrus, , , kenyataane ra nggwwunah, , , ,",
311,makganjar_ntt,"Sejak tahun 2013 total bantuan keuangan desa yang digulirkan Gubernur Jawa Tengah Ganjar Pranowo mencapai Rp8,4 triliun.

Bantuan keuangan itu merupakan wujud kepedulian Pemprov Jateng untuk mempercepat pembangunan infrastruktur di pedesaan. 
#ganjarpresiden2024 #makganjar https://t.co/1PFx6G4Xas","Nusa Tenggara Timur, Indonesia"
312,BKochba,@ganjarpranowo @LaporGub_ Laporan masuk tapi  nggak ada perubahan,
313,carteker1,@tris_no78 @ganjarpranowo @LaporGub_ Jalan kaki aja bang solusi terbaik ga bikin polusi udara,kamu nanya
314,netnotnetan,@iwanKur76759461 @ganjarpranowo 😂😂😂,
315,ReneSinclair,"@GanjarPranowo #Gubernur #Jateng mendampingi #Presiden @Jokowi. Di #JawaTengah tlh dilakukan mitigasi &amp; edukasi thdp masy, bentuk desa tangguh smp Sister Village, berlakukan agrn gotyong dgn alokasi agrn kebencanaan dr APBD, Baznas, CSR &amp; filantropis dlm tangani bencana. #Ganjar https://t.co/XCLEhsCXIo","Jakarta, Indonesia"
316,boendasyl,"Pak @ganjarpranowo dan pak @erickthohir merupakan perpaduan yg PAS untuk CAPRES Dan CAWAPRES tahun 2024 👍
#BangkitBersamaET https://t.co/B3pjkzYbw9","Kota Bandung, Jawa Barat"
317,MrEqualizer2024,"@ch_chotimah2 @ganjarpranowo Inilah gobloknya cenul, sudah tahu kalo yg dibangun jalan desa, lalu apa perannya si ganjar...?
Bwakakak",
318,asettkeluargaa,"@blontankpoer @ganjarpranowo Seminggu ini 2x bocor ban belakang di sekitaran bolon gara2 jalan berlubang, apes 😌","Jawa Tengah, Indonesia"
319,Itz_PangPang,"@Fr4nst @pn7l7h @ganjarpranowo malas mudik kerumah bini mas , dulu pernah aku di depan minimarket itu keciprat air dr buss smpe basah kuyup 😂😂 , sampe selarang malas ke blora lagi","Surakarta, Jawa Tengah"
320,sartikaaulia88,"Ganjar Pranowo Serahkan Hibah Bidang Sosial Kemasyarakatan Rp 148,1 Miliar

Rosé Congratulations Jimin Silent OMG JIMIN woozi Joni Mitchell Tiffany Ini Twitter jcole Jimin of BTS https://t.co/h5aTT2tDO2",
321,ImamBaihaqiBai2,@ch_chotimah2 @ganjarpranowo Luar binasa.,
322,AntonKu08408962,"@RonalSihotang78 @NasDem @aniesbaswedan KENAPA 
@NasDem
RAKYAT INDONESIA 
LEBIH MEMILIH 
"" GANJAR PRANOWO "" 
SEBAGAI 
SOSOK PENGGANTI 
PAK JOKOWIDODO",
323,Fr4nst,"@Itz_PangPang @pn7l7h @ganjarpranowo Artine opo, mas? Maaf, aku wong Jakarta, ora ngarti boso Jowo. Cuma bisa kira2 aja.🙏😂",Bumi
324,apri04089112,"@LaporGub_ @ganjarpranowo @dpubmckjateng enggeh pak,, jalur jenawi rusak parah",
325,Itz_PangPang,@Fr4nst @pn7l7h @ganjarpranowo aku nganti males mudik nggone bojokun😂😂,"Surakarta, Jawa Tengah"
326,nak_Negeri,"@Mdy_Asmara1701 @aniesbaswedan @AgusYudhoyono Saya setuju bgt dengan pasangan ini..., Ikutan tagarnya ya mba...

#AniesAHY ....

Jadi kemenangan mudah buat pasangan Ganjar Pranowo nantinya",
327,Widwira,Pak @ganjarpranowo 🙏,Jakarta
328,Fr4nst,"Pak Gubernur @ganjarpranowo , tolong dipantau. Menurut berita, jalan provinsi penghubung Blora dan Grobogan sudah lama rusak parah dan selama ini hanya ditambal sulam. Terima kasih.🙏",Bumi
329,smartAde091,@ganjarpranowo Prestasi pemborong.,
330,SaddamHusein123,@pn7l7h @KemenPU Pak @ganjarpranowo @DinkominfoBlora @info_Blora,"Kota Tegal, Jawa Tengah"
331,AndayaniL12,"Ganjar Pranowo Serahkan Hibah Bidang Sosial Kemasyarakatan Rp 148,1 Miliar

sheila dara ARTIST AND STAFF Indomie Yatai https://t.co/mPUQXRz1tL",
332,LekKacung,"Banjir Semarang, Tanggul Sungai Plumbon Jebol Belasan Rumah Terendam
2/3/23
@ganjarpranowo 
@bpbdjateng https://t.co/84ycl00NJV",Indonesia
333,ElshintaTegal_,"Gubernur @ganjarpranowo terus berupaya memperhatikan jalan desa di seluruh wilayahnya. Sehingga, jalan desa lebih tertata.

Tercatat, pada periode pertama dan kedua menjabat, total jalan yg sudah dibangun yaitu 10.942 km 

Via @kominfo_jtg
https://t.co/zyj1Z4Enbe","Tegal, Jawa Tengah"
334,SudahToh,"Luar biasa kinerja raja bokep Ganjar pranowo
Hanya ganjar yg bisa membuat jalan mencapai BIRAHI 🤣🤣🤣
Jalan pun BERLENDIR di tangan Ganjar 🤣🤣🤣🤣 https://t.co/hVhAEHy7VB",
335,PartBurungGalak,"nyuwun bantuannya, ndoro @ganjarpranowo 🙏🏻",
336,Line_LKH,PDIP Sebut PAN Berupaya Dongkrak Elektoral dengan Dukung Ganjar Pranowo https://t.co/VletrzhuOi,"Riau, Indonesia"
337,WagimanDeep212_,"@ganjarpranowo Nitip pak..
Blora inih, kabarnya Bupati sdh Kewalahan

https://t.co/P5UQpEM9De",
338,Widwira,#GanjarPranowo #GanjarUntukNKRI,Jakarta
